genre,color,top,left,font_size,run_date
modern ska punk,"rgb(216, 100, 16)",6620px,615px,101%,20211202
musica capixaba,"rgb(150, 141, 15)",7769px,840px,100%,20211202
folklore paraguayo,"rgb(143, 146, 43)",12396px,898px,100%,20211202
afrikaans,"rgb(146, 141, 8)",7745px,672px,101%,20211202
brazilian soul,"rgb(156, 130, 19)",9418px,894px,101%,20211202
bangla pop,"rgb(132, 148, 7)",10816px,762px,100%,20211202
candy pop,"rgb(187, 121, 14)",4486px,507px,106%,20211202
australian trap,"rgb(170, 136, 4)",7538px,1042px,102%,20211202
albanian folk,"rgb(124, 139, 42)",15363px,446px,100%,20211202
dfw rap,"rgb(159, 142, 3)",5080px,1101px,107%,20211202
ritmo kombina,"rgb(167, 141, 6)",6728px,1097px,101%,20211202
fijian pop,"rgb(147, 141, 18)",6361px,966px,100%,20211202
traditional reggae,"rgb(156, 140, 21)",5368px,1120px,100%,20211202
croatian pop,"rgb(156, 136, 4)",8889px,599px,101%,20211202
oakland hip hop,"rgb(171, 129, 3)",7042px,1075px,104%,20211202
bounce,"rgb(181, 127, 17)",3755px,1142px,101%,20211202
toronto rap,"rgb(154, 146, 4)",6766px,1058px,111%,20211202
american shoegaze,"rgb(174, 115, 148)",7891px,165px,101%,20211202
mluvene slovo,"rgb(94, 122, 5)",16607px,1073px,100%,20211202
austro-german modernism,"rgb(30, 155, 107)",19897px,377px,100%,20211202
adoracao,"rgb(143, 141, 18)",10023px,467px,106%,20211202
australian comedy,"rgb(158, 99, 13)",14297px,993px,100%,20211202
danish jazz,"rgb(78, 151, 134)",15813px,738px,101%,20211202
indie quebecois,"rgb(130, 143, 27)",11282px,651px,102%,20211202
naija worship,"rgb(162, 134, 15)",10396px,548px,101%,20211202
musica de intervencao,"rgb(105, 149, 14)",14591px,764px,100%,20211202
chinese jazz,"rgb(107, 152, 86)",12941px,783px,100%,20211202
baithak gana,"rgb(176, 129, 18)",8156px,876px,100%,20211202
musica caririense,"rgb(137, 145, 5)",9517px,816px,100%,20211202
new delhi indie,"rgb(147, 142, 72)",6509px,648px,100%,20211202
noisecore,"rgb(214, 27, 146)",10423px,192px,100%,20211202
australian blues,"rgb(140, 135, 32)",11903px,783px,100%,20211202
german viral rap,"rgb(133, 148, 12)",8445px,1163px,101%,20211202
norwegian pop,"rgb(138, 143, 12)",9519px,638px,106%,20211202
northern irish indie,"rgb(177, 123, 42)",5672px,429px,101%,20211202
dark psytrance,"rgb(226, 116, 177)",953px,880px,100%,20211202
belarusian indie,"rgb(179, 124, 31)",5820px,594px,101%,20211202
social media pop,"rgb(167, 138, 5)",5163px,867px,110%,20211202
outlaw country,"rgb(113, 138, 10)",13663px,902px,107%,20211202
british indie rock,"rgb(197, 113, 20)",6360px,409px,102%,20211202
nova musica carioca,"rgb(130, 144, 34)",11036px,840px,101%,20211202
tijuana indie,"rgb(171, 125, 69)",9444px,423px,100%,20211202
brasilia indie,"rgb(149, 141, 22)",8803px,664px,100%,20211202
jazz tico,"rgb(106, 153, 107)",14113px,821px,100%,20211202
czech country,"rgb(131, 140, 6)",12483px,715px,100%,20211202
mexican rock-and-roll,"rgb(130, 143, 12)",12904px,753px,102%,20211202
tamil pop,"rgb(153, 136, 14)",8741px,910px,105%,20211202
vintage cantonese pop,"rgb(125, 148, 3)",12683px,632px,100%,20211202
malaysian tamil pop,"rgb(182, 128, 5)",5106px,987px,100%,20211202
indie rock colombiano,"rgb(168, 128, 47)",5746px,438px,100%,20211202
pinoy metal,"rgb(219, 74, 49)",9532px,314px,100%,20211202
classic canadian rock,"rgb(163, 123, 18)",9938px,525px,104%,20211202
norwegian pop rap,"rgb(161, 141, 7)",5845px,1013px,102%,20211202
rautalanka,"rgb(173, 136, 118)",8889px,490px,100%,20211202
classic malaysian pop,"rgb(151, 137, 11)",9098px,557px,101%,20211202
pop rap,"rgb(177, 132, 7)",4459px,1012px,132%,20211202
chicago soul,"rgb(128, 129, 7)",13877px,748px,102%,20211202
thai teen pop,"rgb(162, 141, 9)",5251px,832px,101%,20211202
balochi pop,"rgb(191, 118, 32)",9789px,888px,100%,20211202
hamburg hip hop,"rgb(169, 130, 27)",8542px,1062px,104%,20211202
corridos cristianos,"rgb(161, 140, 15)",10667px,977px,100%,20211202
bisaya rap,"rgb(139, 150, 28)",8906px,1082px,100%,20211202
dominican pop,"rgb(180, 134, 6)",8766px,1128px,105%,20211202
musica indigena brasileira,"rgb(116, 141, 14)",12237px,882px,100%,20211202
marimba orquesta,"rgb(161, 150, 79)",8679px,1158px,100%,20211202
alberta hip hop,"rgb(151, 145, 7)",6877px,1080px,100%,20211202
lithuanian hip hop,"rgb(171, 132, 22)",5543px,1071px,100%,20211202
bc underground hip hop,"rgb(164, 134, 9)",8069px,1036px,102%,20211202
pinoy hip hop,"rgb(153, 141, 8)",6019px,1080px,103%,20211202
rock steady,"rgb(133, 143, 35)",7738px,1192px,102%,20211202
free improvisation,"rgb(82, 136, 107)",16660px,668px,100%,20211202
ecm-style jazz,"rgb(61, 154, 154)",17255px,599px,101%,20211202
italo beats,"rgb(218, 121, 77)",940px,985px,100%,20211202
moravian folk,"rgb(73, 163, 15)",18486px,473px,100%,20211202
indie curitibano,"rgb(142, 143, 24)",8950px,748px,101%,20211202
future house,"rgb(214, 125, 71)",2117px,888px,102%,20211202
vermont indie,"rgb(119, 142, 48)",13200px,548px,101%,20211202
socal pop punk,"rgb(216, 97, 16)",5325px,413px,105%,20211202
canzone d'autore,"rgb(114, 143, 8)",14299px,644px,102%,20211202
czech folk,"rgb(134, 137, 9)",12177px,693px,102%,20211202
french pop,"rgb(139, 139, 8)",11420px,699px,108%,20211202
baroque woodwind,"rgb(31, 166, 99)",18861px,450px,100%,20211202
springfield mo indie,"rgb(140, 136, 41)",10863px,534px,100%,20211202
mod revival,"rgb(186, 112, 28)",8703px,510px,101%,20211202
ska chileno,"rgb(192, 121, 14)",5343px,840px,101%,20211202
pop peruano,"rgb(181, 141, 4)",7202px,938px,103%,20211202
gainesville indie,"rgb(164, 125, 49)",9658px,452px,100%,20211202
chinese idol pop,"rgb(173, 137, 18)",4168px,767px,101%,20211202
windsor on indie,"rgb(169, 125, 40)",7768px,440px,100%,20211202
ontario indie,"rgb(156, 133, 39)",9974px,490px,101%,20211202
honky-tonk piano,"rgb(126, 145, 171)",14088px,968px,100%,20211202
classic girl group,"rgb(141, 126, 5)",12546px,707px,102%,20211202
palm desert scene,"rgb(185, 111, 80)",10362px,364px,102%,20211202
classic belgian pop,"rgb(156, 134, 8)",7989px,738px,101%,20211202
musica colombiana instrumental,"rgb(119, 161, 94)",13408px,878px,100%,20211202
garage pop,"rgb(206, 89, 82)",9606px,304px,101%,20211202
carnaval limburg,"rgb(169, 128, 8)",7793px,790px,100%,20211202
chinese post-rock,"rgb(120, 148, 149)",11247px,379px,100%,20211202
chinese hip hop,"rgb(172, 135, 14)",6373px,1027px,101%,20211202
gospel rap,"rgb(179, 126, 11)",7202px,1030px,100%,20211202
ilahiler,"rgb(108, 146, 18)",14394px,579px,100%,20211202
cancion infantil mexicana,"rgb(148, 134, 7)",11000px,1013px,101%,20211202
chamorro pop,"rgb(131, 141, 68)",11208px,867px,100%,20211202
mongolian hip hop,"rgb(165, 136, 46)",3665px,1117px,100%,20211202
western saharan folk,"rgb(137, 141, 46)",12960px,874px,100%,20211202
telugu hip hop,"rgb(164, 141, 13)",5795px,1137px,100%,20211202
sundanese traditional,"rgb(91, 162, 123)",16908px,849px,100%,20211202
uk tech house,"rgb(209, 127, 187)",132px,1400px,101%,20211202
chant basque,"rgb(120, 132, 54)",14161px,576px,100%,20211202
float house,"rgb(167, 141, 187)",1758px,1156px,102%,20211202
lowercase,"rgb(83, 112, 169)",14543px,314px,100%,20211202
shamisen,"rgb(125, 145, 164)",11960px,1151px,100%,20211202
musica prehispanica,"rgb(104, 141, 122)",11742px,805px,100%,20211202
norwegian house,"rgb(163, 147, 161)",1584px,1131px,100%,20211202
italian experimental,"rgb(116, 128, 174)",12084px,364px,100%,20211202
grimewave,"rgb(178, 130, 145)",3295px,977px,100%,20211202
indian violin,"rgb(128, 136, 114)",16884px,799px,100%,20211202
violao,"rgb(84, 157, 93)",16287px,904px,102%,20211202
british classical piano,"rgb(32, 161, 198)",19475px,484px,100%,20211202
dutch jazz,"rgb(96, 145, 121)",14966px,715px,100%,20211202
saskatchewan indie,"rgb(142, 140, 37)",11123px,510px,102%,20211202
christian music,"rgb(153, 137, 14)",7339px,405px,109%,20211202
indie singer-songwriter,"rgb(102, 146, 40)",13929px,546px,100%,20211202
american oi,"rgb(226, 80, 29)",8393px,373px,100%,20211202
south carolina indie,"rgb(152, 134, 27)",9862px,492px,101%,20211202
german pop rock,"rgb(172, 132, 15)",4698px,530px,102%,20211202
pop rock,"rgb(164, 132, 13)",7181px,518px,123%,20211202
brass band brasileiro,"rgb(158, 129, 145)",10062px,880px,100%,20211202
ohio indie,"rgb(161, 123, 45)",10729px,403px,100%,20211202
hammered dulcimer,"rgb(94, 166, 160)",14553px,696px,100%,20211202
instrumental surf,"rgb(196, 109, 133)",11197px,435px,100%,20211202
memphis indie,"rgb(177, 116, 54)",10073px,377px,100%,20211202
mariachi,"rgb(105, 153, 32)",14261px,764px,108%,20211202
punk,"rgb(213, 85, 35)",8405px,364px,109%,20211202
finnish hip hop,"rgb(176, 130, 9)",5392px,1012px,103%,20211202
rap sergipano,"rgb(149, 145, 18)",8605px,1019px,100%,20211202
brazilian reggae,"rgb(160, 140, 9)",7115px,1036px,104%,20211202
celtic rock,"rgb(162, 129, 29)",11002px,444px,104%,20211202
rap abc paulista,"rgb(153, 136, 16)",10803px,1045px,100%,20211202
jewish a capella,"rgb(135, 136, 3)",12806px,548px,100%,20211202
cumbia villera,"rgb(188, 133, 4)",8275px,983px,105%,20211202
classic portuguese pop,"rgb(170, 132, 5)",6297px,814px,101%,20211202
russian old school hip hop,"rgb(187, 114, 9)",9740px,1036px,100%,20211202
turkish alt pop,"rgb(119, 153, 16)",9344px,718px,104%,20211202
gruperas inmortales,"rgb(161, 145, 6)",11110px,993px,106%,20211202
shoegaze brasileiro,"rgb(164, 127, 109)",9768px,293px,100%,20211202
canadian underground hip hop,"rgb(174, 132, 7)",8918px,1012px,100%,20211202
oratory,"rgb(57, 128, 6)",18301px,1149px,100%,20211202
canadian classical,"rgb(34, 159, 151)",19054px,257px,101%,20211202
late romantic era,"rgb(38, 154, 139)",19958px,333px,104%,20211202
gospel blues,"rgb(82, 139, 29)",18459px,1010px,100%,20211202
nova canco,"rgb(93, 150, 33)",16195px,762px,101%,20211202
nueva cancion,"rgb(94, 151, 25)",15534px,902px,102%,20211202
french romanticism,"rgb(37, 156, 125)",19836px,306px,102%,20211202
pune indie,"rgb(125, 150, 35)",10308px,648px,100%,20211202
new age piano,"rgb(44, 172, 209)",18380px,626px,103%,20211202
chamber folk,"rgb(78, 161, 58)",15575px,471px,100%,20211202
jangle pop,"rgb(169, 121, 27)",10061px,467px,101%,20211202
cowpunk,"rgb(192, 103, 32)",9369px,440px,101%,20211202
bali indie,"rgb(186, 114, 41)",8002px,431px,100%,20211202
garage rock,"rgb(198, 99, 47)",9419px,379px,107%,20211202
christian hip hop,"rgb(173, 134, 9)",6678px,964px,103%,20211202
mexican classic rock,"rgb(169, 114, 81)",11558px,632px,102%,20211202
grime,"rgb(189, 126, 20)",6464px,1002px,105%,20211202
denver rap,"rgb(158, 139, 7)",7550px,994px,100%,20211202
bangladeshi hip hop,"rgb(157, 141, 10)",8716px,1036px,100%,20211202
rap pernambucano,"rgb(141, 149, 13)",9332px,1042px,100%,20211202
oktoberfest,"rgb(209, 105, 17)",3904px,774px,101%,20211202
hindi hip hop,"rgb(179, 132, 14)",4445px,1106px,102%,20211202
mainland chinese pop,"rgb(135, 151, 15)",8815px,591px,103%,20211202
marathi devotional,"rgb(131, 141, 9)",11171px,855px,100%,20211202
texas latin rap,"rgb(166, 134, 5)",4154px,1068px,101%,20211202
hawaiian hip hop,"rgb(158, 137, 4)",9054px,1082px,103%,20211202
funky house,"rgb(204, 121, 124)",754px,1263px,102%,20211202
thai pop rap,"rgb(130, 156, 19)",10384px,1021px,100%,20211202
spanish contemporary classical,"rgb(38, 158, 140)",19040px,346px,100%,20211202
japanese classical performance,"rgb(37, 161, 167)",19300px,415px,100%,20211202
polish free jazz,"rgb(80, 145, 154)",16845px,564px,100%,20211202
kapa haka,"rgb(67, 134, 6)",17943px,450px,100%,20211202
zimdancehall,"rgb(185, 139, 17)",8181px,1023px,100%,20211202
southampton indie,"rgb(151, 130, 24)",10839px,488px,100%,20211202
classic polish pop,"rgb(119, 141, 10)",13310px,741px,101%,20211202
string quartet,"rgb(32, 167, 121)",19548px,352px,100%,20211202
danspunk,"rgb(178, 121, 7)",7645px,685px,103%,20211202
choral,"rgb(36, 158, 64)",19585px,235px,101%,20211202
northwest china indie,"rgb(141, 140, 50)",9086px,576px,100%,20211202
maine indie,"rgb(143, 136, 41)",11816px,534px,100%,20211202
granada indie,"rgb(176, 129, 45)",6632px,425px,100%,20211202
neo-proto,"rgb(192, 106, 33)",8284px,440px,100%,20211202
bogor indie,"rgb(189, 121, 51)",5782px,413px,100%,20211202
cerkes muzikleri,"rgb(182, 139, 35)",6670px,736px,100%,20211202
neo-crust,"rgb(211, 75, 137)",9618px,131px,100%,20211202
australian r&b,"rgb(153, 137, 18)",6071px,849px,101%,20211202
manguebeat,"rgb(169, 127, 21)",8554px,876px,102%,20211202
canadian indie,"rgb(153, 133, 28)",10221px,488px,104%,20211202
psychedelic folk,"rgb(105, 147, 37)",14149px,664px,101%,20211202
nova mpb,"rgb(126, 147, 14)",11220px,840px,107%,20211202
indie psychedelic rock,"rgb(164, 125, 100)",10230px,278px,100%,20211202
turkish psych,"rgb(141, 132, 35)",13445px,660px,102%,20211202
palestinian pop,"rgb(133, 145, 32)",11073px,805px,100%,20211202
hakkapop,"rgb(120, 146, 12)",9640px,713px,100%,20211202
campursari,"rgb(155, 152, 18)",6894px,699px,100%,20211202
finnish soul,"rgb(150, 135, 18)",9125px,769px,100%,20211202
mandopop,"rgb(139, 145, 6)",8999px,591px,107%,20211202
reggaeton mexicano,"rgb(174, 144, 12)",3454px,1106px,102%,20211202
south african hip hop,"rgb(166, 134, 9)",8881px,1043px,101%,20211202
ghanaian traditional,"rgb(122, 111, 113)",14992px,1206px,100%,20211202
musica tabasquena,"rgb(172, 134, 16)",7588px,1174px,100%,20211202
white noise,"rgb(103, 0, 203)",16104px,0px,104%,20211202
hardcore punk espanol,"rgb(232, 72, 32)",10145px,335px,100%,20211202
chaotic hardcore,"rgb(221, 69, 97)",10021px,149px,101%,20211202
nordic folk metal,"rgb(210, 98, 66)",4943px,210px,101%,20211202
chaabi marocain,"rgb(197, 116, 9)",9926px,812px,100%,20211202
instrumental djent,"rgb(216, 108, 192)",3507px,272px,101%,20211202
voidgaze,"rgb(200, 68, 171)",9532px,46px,101%,20211202
trio huasteco,"rgb(119, 154, 12)",14467px,926px,100%,20211202
frevo,"rgb(154, 116, 61)",11915px,836px,100%,20211202
aussie emo,"rgb(197, 114, 11)",7437px,308px,100%,20211202
mathcore,"rgb(219, 70, 96)",9817px,190px,101%,20211202
argentine metal,"rgb(220, 92, 38)",8100px,297px,101%,20211202
deathrash,"rgb(234, 62, 84)",8639px,215px,101%,20211202
indonesian metal,"rgb(228, 71, 76)",6936px,268px,100%,20211202
folclor afrocolombiano,"rgb(169, 136, 16)",11458px,1101px,100%,20211202
edinburgh metal,"rgb(212, 87, 112)",8467px,183px,100%,20211202
horror punk brasileiro,"rgb(232, 79, 34)",6694px,295px,100%,20211202
ambient black metal,"rgb(146, 98, 196)",11446px,41px,100%,20211202
ambient,"rgb(83, 148, 198)",13431px,295px,103%,20211202
georgian alternative,"rgb(135, 144, 93)",7439px,878px,100%,20211202
french post-punk,"rgb(165, 128, 80)",6023px,755px,100%,20211202
didgeridoo,"rgb(110, 148, 119)",10692px,788px,100%,20211202
indie game soundtrack,"rgb(116, 148, 183)",10902px,523px,103%,20211202
no wave,"rgb(157, 114, 94)",9813px,569px,101%,20211202
greek downtempo,"rgb(154, 142, 149)",3004px,938px,100%,20211202
minimal techno,"rgb(166, 146, 199)",1164px,1241px,104%,20211202
musique pour enfants,"rgb(48, 162, 166)",15469px,248px,101%,20211202
argentine ambient,"rgb(79, 144, 180)",14493px,356px,101%,20211202
footwork,"rgb(172, 136, 131)",2501px,1135px,100%,20211202
convent,"rgb(26, 183, 91)",19994px,168px,100%,20211202
reggae,"rgb(138, 143, 32)",6562px,1209px,106%,20211202
chinese classical,"rgb(38, 152, 143)",19121px,338px,100%,20211202
actors,"rgb(202, 109, 22)",3692px,492px,100%,20211202
nordic house,"rgb(193, 128, 37)",2314px,851px,101%,20211202
vlaamse cabaret,"rgb(132, 112, 7)",14174px,1012px,100%,20211202
japanese classical piano,"rgb(37, 158, 200)",19451px,530px,100%,20211202
south african modern jazz,"rgb(104, 147, 109)",14757px,696px,100%,20211202
musica calabrese,"rgb(154, 139, 12)",9493px,764px,100%,20211202
dalarna indie,"rgb(166, 128, 22)",9256px,413px,101%,20211202
rockabilly,"rgb(135, 126, 18)",14223px,769px,106%,20211202
brazilian modern jazz,"rgb(102, 152, 131)",14966px,834px,100%,20211202
oaxaca indie,"rgb(137, 145, 28)",10098px,808px,100%,20211202
australian indie folk,"rgb(119, 151, 26)",11471px,641px,102%,20211202
iowa indie,"rgb(140, 134, 49)",11901px,479px,100%,20211202
desi pop,"rgb(146, 132, 20)",12445px,769px,114%,20211202
blues latinoamericano,"rgb(170, 125, 24)",10196px,648px,100%,20211202
musica yucateca,"rgb(98, 150, 14)",15387px,863px,100%,20211202
folk rock,"rgb(125, 134, 19)",13457px,678px,114%,20211202
emo trap italiana,"rgb(170, 139, 21)",5434px,863px,101%,20211202
rock pernambucano,"rgb(195, 110, 33)",8125px,419px,100%,20211202
australian talent show,"rgb(163, 134, 5)",7792px,594px,102%,20211202
vancouver metal,"rgb(208, 87, 90)",7608px,243px,101%,20211202
finnish punk,"rgb(214, 89, 25)",9048px,350px,100%,20211202
indie rock mexicano,"rgb(176, 130, 48)",4998px,411px,101%,20211202
hololive,"rgb(218, 110, 81)",2210px,512px,101%,20211202
scottish indie rock,"rgb(188, 120, 27)",5239px,360px,101%,20211202
egyptian hip hop,"rgb(152, 141, 20)",10200px,1010px,101%,20211202
boston indie,"rgb(156, 129, 47)",10643px,444px,101%,20211202
canadian rock,"rgb(192, 115, 21)",5533px,403px,106%,20211202
korean trap,"rgb(178, 143, 11)",6032px,1019px,100%,20211202
youth orchestra,"rgb(37, 144, 170)",19042px,185px,100%,20211202
greek rock,"rgb(181, 122, 49)",5586px,381px,100%,20211202
uk alternative hip hop,"rgb(166, 130, 24)",10765px,1036px,104%,20211202
schlager,"rgb(196, 123, 3)",3996px,750px,104%,20211202
musica indigena latinoamericana,"rgb(143, 143, 14)",11859px,920px,100%,20211202
indiana hip hop,"rgb(159, 140, 6)",7215px,1008px,101%,20211202
kansas hip hop,"rgb(161, 138, 5)",9067px,1029px,100%,20211202
indonesian pop rock,"rgb(167, 132, 11)",6201px,486px,104%,20211202
png pop,"rgb(156, 138, 20)",4089px,884px,101%,20211202
coral gospel,"rgb(114, 149, 26)",11962px,405px,101%,20211202
turkce kadin rap,"rgb(155, 147, 18)",4475px,1043px,101%,20211202
hungarian hip hop,"rgb(186, 123, 9)",9801px,1079px,101%,20211202
venda pop,"rgb(160, 144, 17)",8591px,987px,100%,20211202
swedish reggae,"rgb(168, 138, 15)",6195px,1090px,101%,20211202
polish jazz,"rgb(95, 146, 129)",15560px,604px,100%,20211202
indonesian folk,"rgb(106, 157, 25)",13114px,604px,102%,20211202
raggatek,"rgb(233, 122, 120)",1403px,930px,100%,20211202
deep brazilian pop,"rgb(105, 154, 34)",13580px,867px,100%,20211202
latin ska,"rgb(210, 114, 20)",6482px,736px,101%,20211202
merseybeat,"rgb(139, 129, 26)",13126px,682px,106%,20211202
umbanda,"rgb(133, 134, 8)",13237px,912px,101%,20211202
polish blues,"rgb(149, 132, 20)",11134px,743px,100%,20211202
spanish invasion,"rgb(150, 132, 20)",13471px,696px,100%,20211202
future rock,"rgb(216, 112, 102)",2276px,395px,102%,20211202
reggae maghreb,"rgb(175, 132, 22)",7066px,894px,100%,20211202
dangdut remix,"rgb(187, 147, 13)",3586px,934px,101%,20211202
australian post-rock,"rgb(131, 143, 186)",10766px,306px,100%,20211202
christian alternative rock,"rgb(167, 132, 14)",5620px,389px,108%,20211202
israeli rock,"rgb(134, 143, 15)",10791px,602px,102%,20211202
canadian indie folk,"rgb(104, 153, 36)",13545px,521px,100%,20211202
traditional country,"rgb(83, 148, 17)",16249px,904px,101%,20211202
american orchestra,"rgb(50, 146, 162)",18577px,246px,100%,20211202
indorock,"rgb(155, 136, 52)",10050px,736px,100%,20211202
taiwan singer-songwriter,"rgb(127, 145, 13)",10804px,584px,102%,20211202
rap tuga underground,"rgb(159, 130, 30)",10926px,1002px,100%,20211202
chicago rap,"rgb(166, 139, 9)",6413px,1015px,114%,20211202
malayalam hip hop,"rgb(151, 144, 19)",7788px,1053px,100%,20211202
chamame brasilero,"rgb(158, 138, 21)",9430px,906px,100%,20211202
turbo folk,"rgb(188, 125, 2)",5645px,753px,103%,20211202
german trap,"rgb(148, 153, 11)",4987px,1068px,106%,20211202
hip hop tuga,"rgb(163, 134, 19)",9256px,1056px,102%,20211202
austin hip hop,"rgb(146, 145, 7)",8407px,1019px,100%,20211202
sierra leonean pop,"rgb(183, 133, 16)",6926px,1080px,100%,20211202
polish post-rock,"rgb(147, 141, 186)",8149px,265px,100%,20211202
rap latina,"rgb(172, 142, 6)",5106px,1133px,105%,20211202
hong kong tv drama,"rgb(141, 143, 5)",7854px,699px,100%,20211202
canadian indigenous hip hop,"rgb(155, 138, 13)",4934px,1095px,100%,20211202
mahraganat,"rgb(214, 121, 12)",2698px,1120px,101%,20211202
nz gangsta rap,"rgb(168, 137, 6)",5605px,1117px,100%,20211202
